切换EXO解码,1
cctv美洲,http://m.061899.xyz/mg/cctv4m
cctv欧洲,http://m.061899.xyz/mg/cctv4o
CETV-01,http://m.061899.xyz/mg/cetv1
CETV-02,http://m.061899.xyz/mg/cetv2
CETV-04,http://m.061899.xyz/mg/cetv4
凤凰中文频标,http://m.061899.xyz/mg/fhzw
凤凰资讯频标,http://m.061899.xyz/mg/fhzx
凤凰香港频标,http://m.061899.xyz/mg/fhhk
家庭影院,http://m.061899.xyz/mg/jtyy
动作电影,http://m.061899.xyz/mg/dzdy
影迷电影,http://m.061899.xyz/mg/ymdy
重温经典,http://m.061899.xyz/mg/cwjd
咪咕体育,http://m.061899.xyz/mg/mgty
北京体育,http://m.061899.xyz/mg/bjty
北京新闻,http://m.061899.xyz/mg/bjxw
北京财经,http://m.061899.xyz/mg/bjcj
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京少儿,http://m.061899.xyz/mg/bjkk
北京影视,http://m.061899.xyz/mg/bjys
北京纪实,http://m.061899.xyz/mg/bjjs
东方影视,http://m.061899.xyz/mg/shys
东方纪实,http://m.061899.xyz/mg/xjs
红色轮播,http://m.061899.xyz/mg/hslb
金色剧场,http://m.061899.xyz/mg/jsjc
乡村振兴,http://m.061899.xyz/mg/xczx
CHC影迷电影,http://k.061899.xyz/k.php?id=ymdy
CCTV发现之旅,http://k.061899.xyz/k.php?id=fxzl
CCTV中学生,http://k.061899.xyz/k.php?id=zxs
CCTV老故事,http://k.061899.xyz/k.php?id=lgs
CGTN,http://k.061899.xyz/k.php?id=cgtn
CGTN纪录,http://k.061899.xyz/k.php?id=cgtnjl
CCTV西班牙语,http://k.061899.xyz/k.php?id=cgtne
CCTV法语,http://k.061899.xyz/k.php?id=cgtnf
CCTV阿拉伯语,http://k.061899.xyz/k.php?id=cgtna
CCTV俄语,http://k.061899.xyz/k.php?id=cgtnr
CETV 1 中国教育,http://k.061899.xyz/k.php?id=cetv1
CETV 2 中国教育,http://k.061899.xyz/k.php?id=cetv2
CETV 4 中国教育,http://k.061899.xyz/k.php?id=cetv4
大湾区卫视,http://k.061899.xyz/k.php?id=dwqws
安多卫视,http://k.061899.xyz/k.php?id=adws
广东影视,http://k.061899.xyz/k.php?id=gdys
上海新闻综合,http://k.061899.xyz/k.php?id=shxw
上海东方影视,http://k.061899.xyz/k.php?id=shys
上海第一财经,http://k.061899.xyz/k.php?id=dycj
欢笑剧场,http://k.061899.xyz/k.php?id=hxjc
经典香港电影,http://k.061899.xyz/k.php?id=xgdy
军事迷必看大片,http://k.061899.xyz/k.php?id=jsm
新片放映厅,http://k.061899.xyz/k.php?id=xpdy
红色轮播台,http://k.061899.xyz/k.php?id=hslb
金色剧场,http://k.061899.xyz/k.php?id=jsjc
NBA 经典,http://k.061899.xyz/k.php?id=nba
五大联赛经典,http://k.061899.xyz/k.php?id=lsjd
中国足球风云,http://k.061899.xyz/k.php?id=zqfy
掼蛋精英赛,http://k.061899.xyz/k.php?id=dds
咪咕24小时体育台,http://k.061899.xyz/k.php?id=mgty
嘉佳卡通,http://k.061899.xyz/k.php?id=jjkt
BRTV文艺,http://k.061899.xyz/k.php?id=bjwy
BRTV纪实科教,http://k.061899.xyz/k.php?id=bjjs
BRTV影视,http://k.061899.xyz/k.php?id=bjys
BRTV财经,http://k.061899.xyz/k.php?id=bjcj
BRTV体育休闲,http://k.061899.xyz/k.php?id=bjty
BRTV生活,http://k.061899.xyz/k.php?id=bjsh
BRTV新闻,http://k.061899.xyz/k.php?id=bjxw
卡酷少儿,http://k.061899.xyz/k.php?id=bjkk
掼蛋精英赛,http://k.061899.xyz/k.php?id=dds
高清大片,http://k.061899.xyz/k.php?id=gqdp
红色轮播台,http://k.061899.xyz/k.php?id=hslb
经典动画大集合,http://k.061899.xyz/k.php?id=dhdjh
经典深圳旁边电影,http://k.061899.xyz/k.php?id=xgdy
军事迷必看大片,http://k.061899.xyz/k.php?id=jsm
咪咕24小时体育台,http://k.061899.xyz/k.php?id=mgty
玫瑰轮播台,http://k.061899.xyz/k.php?id=mglbt
NBA经典,http://k.061899.xyz/k.php?id=nba
欧洲足球风云,http://k.061899.xyz/k.php?id=zqfy
赛事最经典,http://k.061899.xyz/k.php?id=sszjd
体坛名栏汇,http://k.061899.xyz/k.php?id=ttmlh
乡村振兴,http://k.061899.xyz/k.php?id=xczx
幸福中国年,http://k.061899.xyz/k.php?id=xfzgn
新片放映厅,http://k.061899.xyz/k.php?id=xpdy
周杰伦现场,http://k.061899.xyz/k.php?id=zjlxc
最强综艺趴,http://k.061899.xyz/k.php?id=zqzyp
金色剧场,http://k.061899.xyz/k.php?id=jsjc
CGTN外语纪录,http://mg.cttv.vip/609006487
CGTN阿拉伯语,http://mg.cttv.vip/609154345
CGTN西班牙语,http://mg.cttv.vip/609006450
CGTN俄语,http://mg.cttv.vip/609006446
老故事,http://mg.cttv.vip/884121956
发现之旅,http://mg.cttv.vip/624878970
中学生,http://mg.cttv.vip/708869532
CGTN,http://mg.cttv.vip/609017205
大湾区卫视,http://mg.cttv.vip/608917627
海峡卫视,http://mg.cttv.vip/849119120
中国农林卫视,http://mg.cttv.vip/956904896
上海新闻综合,http://mg.cttv.vip/651632657
上视东方影视,http://mg.cttv.vip/617290047
上海第一财经,http://mg.cttv.vip/608780988
南京新闻综合频道,http://mg.cttv.vip/838109047
南京教科频道,http://mg.cttv.vip/838153729
南京十八频道,http://mg.cttv.vip/838151753
体育休闲频道,http://mg.cttv.vip/626064707
江苏城市频道,http://mg.cttv.vip/626064714
江苏国际,http://mg.cttv.vip/626064674
江苏教育,http://mg.cttv.vip/628008321
江苏影视频道,http://mg.cttv.vip/626064697
江苏综艺频道,http://mg.cttv.vip/626065193
公共新闻频道,http://mg.cttv.vip/626064693
盐城新闻综合,http://mg.cttv.vip/639731825
淮安新闻综合,http://mg.cttv.vip/639731826
泰州新闻综合,http://mg.cttv.vip/639731818
连云港新闻综合,http://mg.cttv.vip/639731715
宿迁新闻综合,http://mg.cttv.vip/639731832
徐州新闻综合,http://mg.cttv.vip/639731747
优漫卡通频道,http://mg.cttv.vip/626064703
江阴新闻综合,http://mg.cttv.vip/955227979
南通新闻综合,http://mg.cttv.vip/955227985
宜兴新闻综合,http://mg.cttv.vip/955227996
溧水新闻综合,http://mg.cttv.vip/639737327
陕西银龄频道,http://mg.cttv.vip/956909362
陕西都市青春频道,http://mg.cttv.vip/956909358
陕西秦腔频道,http://mg.cttv.vip/956909303
陕西新闻资讯频道,http://mg.cttv.vip/956909289
财富天下,http://mg.cttv.vip/956923159
镇江新闻综合,http://mg.cttv.vip/639731783
海南广播电视总台新闻频道,http://mg.cttv.vip/962067517
海南广播电视总台自贸频道,http://mg.cttv.vip/962045226
海南广播电视总台社会与法频道,http://mg.cttv.vip/962045223
海南广播电视总台文旅频道,http://mg.cttv.vip/962067526
海南广播电视总台少儿频道,http://mg.cttv.vip/962067523
赛事最经典,http://mg.cttv.vip/646596895
体坛名栏汇,http://mg.cttv.vip/629943305
四海钓鱼,http://mg.cttv.vip/637444975
陕西体育休闲频道,http://mg.cttv.vip/956909356
24小时城市联赛轮播台,http://mg.cttv.vip/915512915
经典香港电影,http://mg.cttv.vip/625703337
抗战经典影片,http://mg.cttv.vip/617432318
新片放映厅,http://mg.cttv.vip/619495952
CHC影迷电影,http://mg.cttv.vip/952383261
和美乡途轮播台,http://mg.cttv.vip/713591450
南方影视,http://mg.cttv.vip/614961829
中国航天“逆袭”之路,http://mg.cttv.vip/713600957
中国天气,http://mg.cttv.vip/959986621
山东教育,http://mg.cttv.vip/609154353
熊猫频道01高清,http://mg.cttv.vip/609158151
熊猫频道1,http://mg.cttv.vip/608933610
熊猫频道2,http://mg.cttv.vip/608933640
熊猫频道3,http://mg.cttv.vip/608934619
熊猫频道4,http://mg.cttv.vip/608934721
熊猫频道5,http://mg.cttv.vip/608935104
熊猫频道6,http://mg.cttv.vip/608935797
熊猫频道7,http://mg.cttv.vip/609169286
熊猫频道8,http://mg.cttv.vip/609169287
熊猫频道9,http://mg.cttv.vip/609169226
熊猫频道10,http://mg.cttv.vip/609169285
最强综艺趴,http://mg.cttv.vip/629942228
嘉佳卡通,http://mg.cttv.vip/614952364
经典动画大集合,http://mg.cttv.vip/629942219
新动漫,http://mg.cttv.vip/961930269
新动力量创一流,http://mg.cttv.vip/713589837
中华特产,http://mg.cttv.vip/959986618
环球旅游,http://mg.cttv.vip/958475356
梨园频道,http://mg.cttv.vip/961930369
CGTN外语纪录,http://wfenf.x3322.net:7788/609006487
CGTN阿拉伯语,http://wfenf.x3322.net:7788/609154345
CGTN西班牙语,http://wfenf.x3322.net:7788/609006450
CGTN俄语,http://wfenf.x3322.net:7788/609006446
老故事,http://wfenf.x3322.net:7788/884121956
发现之旅,http://wfenf.x3322.net:7788/624878970
中学生,http://wfenf.x3322.net:7788/708869532
CGTN,http://wfenf.x3322.net:7788/609017205
大湾区卫视,http://wfenf.x3322.net:7788/608917627
海峡卫视,http://wfenf.x3322.net:7788/849119120
中国农林卫视,http://wfenf.x3322.net:7788/956904896
上海新闻综合,http://wfenf.x3322.net:7788/651632657
上视东方影视,http://wfenf.x3322.net:7788/617290047
上海第一财经,http://wfenf.x3322.net:7788/608780988
南京新闻综合频道,http://wfenf.x3322.net:7788/838109047
南京教科频道,http://wfenf.x3322.net:7788/838153729
南京十八频道,http://wfenf.x3322.net:7788/838151753
体育休闲频道,http://wfenf.x3322.net:7788/626064707
江苏城市频道,http://wfenf.x3322.net:7788/626064714
江苏国际,http://wfenf.x3322.net:7788/626064674
江苏教育,http://wfenf.x3322.net:7788/628008321
江苏影视频道,http://wfenf.x3322.net:7788/626064697
江苏综艺频道,http://wfenf.x3322.net:7788/626065193
公共新闻频道,http://wfenf.x3322.net:7788/626064693
盐城新闻综合,http://wfenf.x3322.net:7788/639731825
淮安新闻综合,http://wfenf.x3322.net:7788/639731826
泰州新闻综合,http://wfenf.x3322.net:7788/639731818
连云港新闻综合,http://wfenf.x3322.net:7788/639731715
宿迁新闻综合,http://wfenf.x3322.net:7788/639731832
徐州新闻综合,http://wfenf.x3322.net:7788/639731747
优漫卡通频道,http://wfenf.x3322.net:7788/626064703
江阴新闻综合,http://wfenf.x3322.net:7788/955227979
南通新闻综合,http://wfenf.x3322.net:7788/955227985
宜兴新闻综合,http://wfenf.x3322.net:7788/955227996
溧水新闻综合,http://wfenf.x3322.net:7788/639737327
陕西银龄频道,http://wfenf.x3322.net:7788/956909362
陕西都市青春频道,http://wfenf.x3322.net:7788/956909358
陕西秦腔频道,http://wfenf.x3322.net:7788/956909303
陕西新闻资讯频道,http://wfenf.x3322.net:7788/956909289
财富天下,http://wfenf.x3322.net:7788/956923159
镇江新闻综合,http://wfenf.x3322.net:7788/639731783
海南广播电视总台新闻频道,http://wfenf.x3322.net:7788/962067517
海南广播电视总台自贸频道,http://wfenf.x3322.net:7788/962045226
海南广播电视总台社会与法频道,http://wfenf.x3322.net:7788/962045223
海南广播电视总台文旅频道,http://wfenf.x3322.net:7788/962067526
海南广播电视总台少儿频道,http://wfenf.x3322.net:7788/962067523
赛事最经典,http://wfenf.x3322.net:7788/646596895
体坛名栏汇,http://wfenf.x3322.net:7788/629943305
四海钓鱼,http://wfenf.x3322.net:7788/637444975
陕西体育休闲频道,http://wfenf.x3322.net:7788/956909356
24小时城市联赛轮播台,http://wfenf.x3322.net:7788/915512915
建党105周年巡礼,http://wfenf.x3322.net:7788/713600957
经典香港电影,http://wfenf.x3322.net:7788/625703337
新片放映厅,http://wfenf.x3322.net:7788/619495952
CHC影迷电影,http://wfenf.x3322.net:7788/952383261
和美乡途轮播台,http://wfenf.x3322.net:7788/713591450
南方影视,http://wfenf.x3322.net:7788/614961829
中国天气,http://wfenf.x3322.net:7788/959986621
山东教育,http://wfenf.x3322.net:7788/609154353
熊猫频道01高清,http://wfenf.x3322.net:7788/609158151
熊猫频道1,http://wfenf.x3322.net:7788/608933610
熊猫频道2,http://wfenf.x3322.net:7788/608933640
熊猫频道3,http://wfenf.x3322.net:7788/608934619
熊猫频道4,http://wfenf.x3322.net:7788/608934721
熊猫频道5,http://wfenf.x3322.net:7788/608935104
熊猫频道6,http://wfenf.x3322.net:7788/608935797
熊猫频道7,http://wfenf.x3322.net:7788/609169286
熊猫频道8,http://wfenf.x3322.net:7788/609169287
熊猫频道9,http://wfenf.x3322.net:7788/609169226
熊猫频道10,http://wfenf.x3322.net:7788/609169285
最强综艺趴,http://wfenf.x3322.net:7788/629942228
嘉佳卡通,http://wfenf.x3322.net:7788/614952364
经典动画大集合,http://wfenf.x3322.net:7788/629942219
新动漫,http://wfenf.x3322.net:7788/961930269
新动力量创一流,http://wfenf.x3322.net:7788/713589837
中华特产,http://wfenf.x3322.net:7788/959986618
环球旅游,http://wfenf.x3322.net:7788/958475356
梨园频道,http://wfenf.x3322.net:7788/961930369
移动网专用,1
CCTV-4K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV-8K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
早期教育,http://38.75.136.137:98/gslb/dsdqpub/zqjy.m3u8?auth=testpub
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
CCTV-电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
中央新影-老故事,http://38.75.136.137:98/gslb/dsdqpub/lgs.m3u8?auth=testpub
中央新影-发现之旅,http://38.75.136.137:98/gslb/dsdqpub/fxzl.m3u8?auth=testpub
国学频道,http://38.75.136.137:98/gslb/dsdqpub/gxpd.m3u8?auth=testpub
优漫卡通,http://38.75.136.137:98/gslb/dsdqpub/ymkt.m3u8?auth=testpub
北京纪实科教,http://38.75.136.137:98/gslb/dsdqpub/btv3.m3u8?auth=testpub
北京卡酷少儿,http://38.75.136.137:98/gslb/dsdqpub/btvkk.m3u8?auth=testpub
安徽卫视HD,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
重庆卫视HD,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
大湾区卫视(国际版),http://38.75.136.137:98/gslb/dsdqpub/gdgj.m3u8?auth=testpub
东方卫视HD,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
广东卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
甘肃卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
广西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
湖北卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
河北卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
黑龙江卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
吉林卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
江苏卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
辽宁卫视HD,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
山东卫视HD,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
陕西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
山西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
深圳卫视HD,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视HD,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
云南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
浙江卫视HD,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
重庆文体娱乐,http://38.75.136.137:98/gslb/dsdqpub/cqyl.m3u8?auth=testpub
重庆社会与法,http://38.75.136.137:98/gslb/dsdqpub/cqds.m3u8?auth=testpub
重庆新农村,http://38.75.136.137:98/gslb/dsdqpub/cqgg.m3u8?auth=testpub
重庆重广融媒,http://38.75.136.137:98/gslb/dsdqpub/cqjc.m3u8?auth=testpub
重庆红叶,http://38.75.136.137:98/gslb/dsdqpub/cqkj.m3u8?auth=testpub
重庆汽摩,http://38.75.136.137:98/gslb/dsdqpub/cqqm.m3u8?auth=testpub
重庆少儿,http://38.75.136.137:98/gslb/dsdqpub/cqse.m3u8?auth=testpub
重庆红岩文化,http://38.75.136.137:98/gslb/dsdqpub/cqss.m3u8?auth=testpub
重庆新闻,http://38.75.136.137:98/gslb/dsdqpub/cqxw.m3u8?auth=testpub
重庆影视剧,http://38.75.136.137:98/gslb/dsdqpub/cqys.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxwa.m3u8?auth=testpub
广东移动,http://38.75.136.137:98/gslb/dsdqpub/gdyd.m3u8?auth=testpub
嘉佳卡通,http://38.75.136.137:98/gslb/dsdqpub/gdjjkt.m3u8?auth=testpub
岭南戏曲,http://38.75.136.137:98/gslb/dsdqpub/gdlnxq.m3u8?auth=testpub
广东4K超高清,http://38.75.136.137:98/gslb/dsdqpub/gdtvs3.m3u8?auth=testpub
广东少儿,http://38.75.136.137:98/gslb/dsdqpub/gdtvs5.m3u8?auth=testpub
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgg.m3u8?auth=testpub
动漫秀场HD,http://38.75.136.137:98/gslb/dsdqpub/dmxchd.m3u8?auth=testpub
都市剧场HD,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub
第一财经HD,http://38.75.136.137:98/gslb/dsdqpub/dycjhd.m3u8?auth=testpub
欢笑剧场HD,http://38.75.136.137:98/gslb/dsdqpub/hxjchd.m3u8?auth=testpub
东方影视HD,http://38.75.136.137:98/gslb/dsdqpub/shdsjhd.m3u8?auth=testpub
生活时尚HD,http://38.75.136.137:98/gslb/dsdqpub/shsshd.m3u8?auth=testpub
上海新闻HD,http://38.75.136.137:98/gslb/dsdqpub/shxwhd.m3u8?auth=testpub
上海都市HD,http://38.75.136.137:98/gslb/dsdqpub/shylhd.m3u8?auth=testpub
五星体育HD,http://38.75.136.137:98/gslb/dsdqpub/wxtyhd.m3u8?auth=testpub
哈哈炫动HD,http://38.75.136.137:98/gslb/dsdqpub/xdkthd.m3u8?auth=testpub
广西都市,http://38.75.136.137:98/gslb/dsdqpub/gxds.m3u8?auth=testpub
广西国际,http://38.75.136.137:98/gslb/dsdqpub/gxgj.m3u8?auth=testpub
广西新闻,http://38.75.136.137:98/gslb/dsdqpub/gxxw.m3u8?auth=testpub
广西移动,http://38.75.136.137:98/gslb/dsdqpub/gxyd.m3u8?auth=testpub
广西影视,http://38.75.136.137:98/gslb/dsdqpub/gxys.m3u8?auth=testpub
广西综艺旅游,http://38.75.136.137:98/gslb/dsdqpub/gxzy.m3u8?auth=testpub
青岛新闻综合,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv1.m3u8?auth=testpub
青岛生活服务,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv2.m3u8?auth=testpub
青岛影视频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv3.m3u8?auth=testpub
青岛休闲资讯,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv4.m3u8?auth=testpub
青岛都市频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv5.m3u8?auth=testpub
天津新闻,http://38.75.136.137:98/gslb/dsdqpub/tjtv1.m3u8?auth=testpub
天津文艺,http://38.75.136.137:98/gslb/dsdqpub/tjtv2.m3u8?auth=testpub
天津影视,http://38.75.136.137:98/gslb/dsdqpub/tjtv3.m3u8?auth=testpub
天津都市,http://38.75.136.137:98/gslb/dsdqpub/tjtv4.m3u8?auth=testpub
天津教育,http://38.75.136.137:98/gslb/dsdqpub/tjtv6.m3u8?auth=testpub
成龙电影,http://38.75.136.137:98/gslb/dsdqpub/lbcl.m3u8?auth=testpub
林正英影院,http://38.75.136.137:98/gslb/dsdqpub/lblzy.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
周润发电影,http://38.75.136.137:98/gslb/dsdqpub/lbzrf.m3u8?auth=testpub
周星驰电影,http://38.75.136.137:98/gslb/dsdqpub/lbzxc.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
重温经典,http://38.75.136.137:98/gsl/dsdqbv/cwjdhd.m3u8?auth=test20251009
没,http://38.75.136.137:98/gslb/dsdqca/xmwshd.m3u8?auth=test20251009
没,http://38.75.136.137:98/gslb/dsdqca/gdwshd.m3u8?auth=test20251009
没,http://38.75.136.137:98/gslb/dsdqca/szwshd.m3u8?auth=test20251009
河南卫视HD,http://120.76.248.139/live/bfgd/4200000339.m3u8
安徽卫视HD,http://120.76.248.139/live/bfgd/4200000096.m3u8
浙江卫视HD,http://120.76.248.139/live/bfgd/4200000094.m3u8
东方卫视HD,http://120.76.248.139/live/bfgd/4200000093.m3u8
东南卫视HD,http://120.76.248.139/live/bfgd/4200000483.m3u8
广东卫视HD,http://120.76.248.139/live/bfgd/4200000092.m3u8
湖北卫视HD,http://120.76.248.139/live/bfgd/4200000102.m3u8
河北卫视HD,http://120.76.248.139/live/bfgd/4200000108.m3u8
江苏卫视HD,http://120.76.248.139/live/bfgd/4200000085.m3u8
江西卫视HD,http://120.76.248.139/live/bfgd/4200000098.m3u8
重庆卫视HD,http://120.76.248.139/live/bfgd/4200000107.m3u8
山东卫视HD,http://120.76.248.139/live/bfgd/4200000099.m3u8
陕西卫视HD,http://120.76.248.139/live/bfgd/4200000512.m3u8
山西卫视HD,http://120.76.248.139/live/bfgd/4200000109.m3u8
深圳卫视HD,http://120.76.248.139/live/bfgd/4200000100.m3u8
延边卫视HD,http://120.76.248.139/live/bfgd/4200000117.m3u8
云南卫视HD,http://120.76.248.139/live/bfgd/4200000482.m3u8
甘肃卫视HD,http://120.76.248.139/live/bfgd/4200000119.m3u8
广西卫视HD,http://120.76.248.139/live/bfgd/4200000116.m3u8
贵州卫视HD,http://120.76.248.139/live/bfgd/4200000101.m3u8
吉林卫视HD,http://120.76.248.139/live/bfgd/4200000097.m3u8
辽宁卫视HD,http://120.76.248.139/live/bfgd/4200000058.m3u8
辽宁卫视HD,http://120.76.248.139/live/bfgd/4200000141.m3u8
辽宁卫视HD,http://120.76.248.139/live/bfgd/4200000185.m3u8
黑龙江卫视HD,http://120.76.248.139/live/bfgd/4200000095.m3u8
CCTV-4K超高清,http://107.150.60.122/live/cctv4k.m3u8
CCTV-8K超高清,http://107.150.60.122/live/cctv8k.m3u8
CHC影迷电影,http://107.150.60.122/live/chchd.m3u8
重温经典,http://107.150.60.122/live/cwjd.m3u8
CCTV-电视指南,http://107.150.60.122/live/dszn.m3u8
中央新影-老故事,http://107.150.60.122/live/lgs.m3u8
中央新影-发现之旅,http://107.150.60.122/live/fxzl.m3u8
国学频道,http://107.150.60.122/live/gxpd.m3u8
优漫卡通,http://107.150.60.122/live/ymkt.m3u8
北京纪实科教,http://107.150.60.122/live/btv3.m3u8
北京卡酷少儿,http://107.150.60.122/live/btvkk.m3u8
安徽卫视HD,http://107.150.60.122/live/ahwshd.m3u8
重庆卫视HD,http://107.150.60.122/live/cqwshd.m3u8
大湾区卫视(国际版),http://107.150.60.122/live/gdgj.m3u8
东方卫视HD,http://107.150.60.122/live/dfwshd.m3u8
东南卫视HD,http://107.150.60.122/live/dnwshd.m3u8
广东卫视HD,http://107.150.60.122/live/gdwshd.m3u8
甘肃卫视HD,http://107.150.60.122/live/gswshd.m3u8
广西卫视HD,http://107.150.60.122/live/gxwshd.m3u8
贵州卫视HD,http://107.150.60.122/live/gzwshd.m3u8
河南卫视HD,http://107.150.60.122/live/hawshd.m3u8
湖北卫视HD,http://107.150.60.122/live/hbwshd.m3u8
河北卫视HD,http://107.150.60.122/live/hewshd.m3u8
黑龙江卫视HD,http://107.150.60.122/live/hljwshd.m3u8
吉林卫视HD,http://107.150.60.122/live/jlwshd.m3u8
江苏卫视HD,http://107.150.60.122/live/jswshd.m3u8
江西卫视HD,http://107.150.60.122/live/jxwshd.m3u8
辽宁卫视HD,http://107.150.60.122/live/lnwshd.m3u8
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
山东卫视HD,http://107.150.60.122/live/sdwshd.m3u8
陕西卫视HD,http://107.150.60.122/live/snwshd.m3u8
山西卫视HD,http://107.150.60.122/live/sxwshd.m3u8
深圳卫视HD,http://107.150.60.122/live/szwshd.m3u8
天津卫视HD,http://107.150.60.122/live/tjwshd.m3u8
厦门卫视,http://107.150.60.122/live/xmws.m3u8
云南卫视HD,http://107.150.60.122/live/ynwshd.m3u8
浙江卫视HD,http://107.150.60.122/live/zjwshd.m3u8
CCTV-卫生健康,http://107.150.60.122/live/wsjk.m3u8
北京卡酷少儿,http://107.150.60.122/live/btvkk.m3u8
中央新影-发现之旅,http://107.150.60.122/live/fxzl.m3u8
中央新影-老故事,http://107.150.60.122/live/lgs.m3u8
广东新闻,http://107.150.60.122/live/gdxw.m3u8
广东新闻,http://107.150.60.122/live/gdxwa.m3u8
广东移动,http://107.150.60.122/live/gdyd.m3u8
嘉佳卡通,http://107.150.60.122/live/gdjjkt.m3u8
岭南戏曲,http://107.150.60.122/live/gdlnxq.m3u8
广东4K超高清,http://107.150.60.122/live/gdtvs3.m3u8
广东少儿,http://107.150.60.122/live/gdtvs5.m3u8
广东民生,http://107.150.60.122/live/gdgg.m3u8
广西影视,http://107.150.60.122/live/gxys.m3u8
广西综艺旅游,http://107.150.60.122/live/gxzy.m3u8
广西都市,http://107.150.60.122/live/gxds.m3u8
广西新闻,http://107.150.60.122/live/gxxw.m3u8
广西国际,http://107.150.60.122/live/gxgj.m3u8
湖南娱乐,http://107.150.60.122/live/hnyl.m3u8
湖南教育,http://107.150.60.122/live/hnjy.m3u8
吉林都市,http://107.150.60.122/live/jlds.m3u8
吉林综艺文化,http://107.150.60.122/live/jlfz.m3u8
吉林生活,http://107.150.60.122/live/jlsh.m3u8
新疆汉语影视,http://107.150.60.122/live/xjtv6.m3u8
