更新时间: 2026-03-16 16:44:45（北京时间）仅供娱乐,切勿商用。
CGTN法语,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/2018/SD/cctv/fayu/1000/index.m3u8?msisdn=20260316160232b0fe9c09e6b44ec4a84147fe51bcfd0f&mdspid=&spid=699004&netType=0&sid=2200179324&pid=2028597139&timestamp=20260316160232&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609006476&ParentNodeID=-99&assertID=2200179324&client_ip=218.28.233.106&SecurityKey=20260316160232&promotionId=&mvid=2200179324&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=27e592b01612821ba9321fe69d29160e
靖天映畫台,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv055/index.m3u8?proxy=true
第一财经HD,http://58.35.95.16:9898/rtp/233.18.204.59:5140
CGTN俄语,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/2018/SD/cctv/eyu/1000/index.m3u8?msisdn=20260316160232599278f7b4e044a093375c7b343f03c6&mdspid=&spid=699004&netType=0&sid=2200179332&pid=2028597139&timestamp=20260316160232&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609006446&ParentNodeID=-99&assertID=2200179332&client_ip=218.28.233.106&SecurityKey=20260316160232&promotionId=&mvid=2200179332&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=221413b5c6b286014a4854ef1bd0cf4a
靖天映畫台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv055
第一财经SD,http://58.35.95.16:9898/rtp/233.18.204.5:5140
老故事,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctvlaogushi/50/20231109/index.m3u8?msisdn=2026031616023235eed76ea5d14038a5880ceab2158ee4&mdspid=&spid=699004&netType=0&sid=5910022002&pid=2028597139&timestamp=20260316160232&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=884121956&ParentNodeID=-99&assertID=5910022002&client_ip=218.28.233.106&SecurityKey=20260316160232&promotionId=&mvid=5900006372&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fdc8c28a8b567e8b635c3d85477e9de6
靖天映畫台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv055
凤凰中文,http://36.24.65.177:8888/udp/233.50.200.191:5140
发现之旅,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/cnr/faxianzhilv/1000/index.m3u8?msisdn=20260316160232269ba35293254eb4ad6d1de9b5843092&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20260316160232&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=218.28.233.106&SecurityKey=20260316160232&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3a58ae426175dae6ffdd622aa214fa94
靖天日本台,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5pel5pys5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
凤凰资讯,http://36.24.65.177:8888/udp/233.50.200.192:5140
中学生,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20210415/cctvzhongxuesheng/50/index.m3u8?msisdn=2026031616023329fd55ebd2574b23a2158aba6f841f56&mdspid=&spid=699004&netType=0&sid=5910019355&pid=2028597139&timestamp=20260316160233&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=708869532&ParentNodeID=-99&assertID=5910019355&client_ip=218.28.233.106&SecurityKey=20260316160233&promotionId=&mvid=5900002149&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=30f42a234f9877d18cb459d11f6d5397
靖天日本台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv047
上海第一财经,http://36.24.65.177:8888/udp/233.50.200.125:5140
CGTN,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctvnews/1000/index.m3u8?msisdn=2026031616023367de6db680b345f6a3aa49cd21bc5b2c&mdspid=&spid=699004&netType=0&sid=2202196407&pid=2028597139&timestamp=20260316160233&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609017205&ParentNodeID=-99&assertID=2202196407&client_ip=218.28.233.106&SecurityKey=20260316160233&promotionId=&mvid=2202196407&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b8993dfa0320418919cf0212640d2a44
靖天日本台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv047
北京财经频道,http://111.196.132.166:20000/rtp/239.3.1.116:8000
赛事最经典,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/cctv/saishijingdian/600/index.m3u8?msisdn=20260316160233cf0787caa1d848e8a7eb6921ed18d561&mdspid=&spid=699004&netType=0&sid=5500592947&pid=2028597139&timestamp=20260316160233&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=646596895&ParentNodeID=-99&assertID=5500592947&client_ip=218.28.233.106&SecurityKey=20260316160233&promotionId=&mvid=5101034296&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=5ea052cdd3dd50fe8c0ea3ee6213d5c6
靖天日本台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv047
北京财经频道,http://114.243.168.34:8888/rtp/239.3.1.116:8000
体坛名栏汇,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/cctv/titanminglan/600/index.m3u8?msisdn=20260316160233fc14ae6fe8fb4f4dbe24ab6d4059464b&mdspid=&spid=699004&netType=0&sid=5500315687&pid=2028597139&timestamp=20260316160233&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629943305&ParentNodeID=-99&assertID=5500315687&client_ip=218.28.233.106&SecurityKey=20260316160233&promotionId=&mvid=5101034219&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0286584315273ad8b5b9761b22756a59
靖天戲劇台,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5oiy5YqH5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
第一财经HD,http://114.236.5.33:4000/rtp/239.49.8.37:8000
四海钓鱼,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/peoplecn/shdiaoyu/600/index.m3u8?msisdn=20260316160233c7a043513e3949eaab5d224dac59975c&mdspid=&spid=600697&netType=0&sid=5910022184&pid=2028597139&timestamp=20260316160233&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=637444975&ParentNodeID=-99&assertID=5910022184&client_ip=218.28.233.106&SecurityKey=20260316160233&promotionId=&mvid=5100132656&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f6e6b939559733436360416281b87d2a
靖天戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv058
东方财经HD,http://114.236.5.33:4000/rtp/239.49.0.95:8000
陕西体育休闲频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/sxtyxx/50/20250804/index.m3u8?msisdn=20260316140228e6b38fa976c94bc8a9cf5a496e06be9f&mdspid=&spid=600572&netType=0&sid=5910022189&pid=2028597139&timestamp=20260316140228&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909356&ParentNodeID=-99&assertID=5910022189&client_ip=218.28.233.106&SecurityKey=20260316140228&promotionId=&mvid=5900006712&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=5c2edc2960aede1e5530be85a8a8ca2e
靖天戲劇台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv058
第一财经HD,http://114.224.207.253:9527/rtp/239.49.8.37:8000
武术世界,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/wssj/50/20250915/index.m3u8?msisdn=2026031616023388ae8d5506b7452085e06f052ea50eee&mdspid=&spid=600697&netType=0&sid=5910022201&pid=2028597139&timestamp=20260316160233&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475359&ParentNodeID=-99&assertID=5910022201&client_ip=218.28.233.106&SecurityKey=20260316160233&promotionId=&mvid=5900006724&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7612a1052041aaee68b05eecde744dd3
靖天戲劇台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv058
东方财经HD,http://114.224.207.253:9527/rtp/239.49.0.95:8000
快乐垂钓,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ydcmklcd/50/20251225/index.m3u8?msisdn=2026031616023338c8ade7987f4346a85d6ce11bdfe848&mdspid=&spid=600603&netType=0&sid=5910022317&pid=2028597139&timestamp=20260316160233&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=961930263&ParentNodeID=-99&assertID=5910022317&client_ip=218.28.233.106&SecurityKey=20260316160233&promotionId=&mvid=5900006783&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9c9d8c7e0a315baef1ed40cae31a8644
靖天卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv044
上海东方财经,http://118.77.150.16:8085/rtp/226.0.2.76:8520
辽宁广播电视台体育休闲频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/lntyxx/50/20251225/index.m3u8?msisdn=2026031616023318acf7625c58442b90c34ec4cd5815a1&mdspid=&spid=600697&netType=0&sid=5910022329&pid=2028597139&timestamp=20260316160233&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962067526&ParentNodeID=-99&assertID=5910022329&client_ip=218.28.233.106&SecurityKey=20260316160233&promotionId=&mvid=5900006790&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a227c4208e78d4b38dcebb7b0017f30c
靖天卡通台,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5Y2h6YCa5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
上海东方财经,http://60.26.63.145:8000/rtp/225.1.1.247:5002
中国农林卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/zgnlws/50/20250804/index.m3u8?msisdn=2026031616023544d9cf3e27864f4e8075c08265b9547e&mdspid=&spid=600572&netType=0&sid=5910022186&pid=2028597139&timestamp=20260316160235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956904896&ParentNodeID=-99&assertID=5910022186&client_ip=218.28.233.106&SecurityKey=20260316160235&promotionId=&mvid=5900006709&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ede3c9dba5b0d0d848972f14825901fe
靖天卡通台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv044
东方财经,http://112.255.80.180:4004/udp/239.253.254.94:8000
兵团卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/btws/50/20250804/index.m3u8?msisdn=202603161602352195d08c29ca4f62abdbaf967babf136&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20260316160235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=218.28.233.106&SecurityKey=20260316160235&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=79100c88cd2028cb23d95b1330003b9f
靖天卡通台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv044
深圳财经生活,http://14.145.179.245:8888/udp/239.77.1.242:5146
上海新闻综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/xinwenzonghehd/600/index.m3u8?msisdn=2026031616023507f84c3269174103a75f25bc8f3d1601&mdspid=&spid=600697&netType=0&sid=5910022325&pid=2028597139&timestamp=20260316160235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632657&ParentNodeID=-99&assertID=5910022325&client_ip=218.28.233.106&SecurityKey=20260316160235&promotionId=&mvid=5100001716&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9fae4039c8c270b0022de2dcb825b764
靖洋戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv045
深圳财经生活,http://119.135.193.13:10000/udp/239.77.1.242:5146
上视东方影视,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dianshijuhd/600/index.m3u8?msisdn=20260316160235226c6c7a50f34b4ea7f525e1f4175d7d&mdspid=&spid=699212&netType=0&sid=5500002274&pid=2028597139&timestamp=20260316160235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=617290047&ParentNodeID=-99&assertID=5500002274&client_ip=218.28.233.106&SecurityKey=20260316160235&promotionId=&mvid=5100001715&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=19c638984ba3406c01a787984389bb60
靖洋戲劇台,https://mao.ffmking888.dpdns.org/?id=6Z2W5rSL5oiy5YqH5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
凤凰中文HD,http://182.138.203.158:8188/rtp/239.94.2.51:5140
上海第一财经,http://hlsztemgsplive.miguvideo.com:8080/wd_r1/2018/bestv/dycj/1000/index.m3u8?msisdn=202603161602352834cba9d20f4c2fb50f371d9d5613e3&mdspid=&spid=699212&netType=0&sid=2201008312&pid=2028597139&timestamp=20260316160235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608780988&ParentNodeID=-99&assertID=2201008312&client_ip=218.28.233.106&SecurityKey=20260316160235&promotionId=&mvid=2201008312&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b49f1ac472da20fea0a09b30fb209d43
靖洋戲劇台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv045
凤凰中文HD,http://182.138.203.158:8188/rtp/239.94.2.52:5140
南京新闻综合频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?msisdn=2026031616023605a0a0be9f384de687031f12b12aa253&mdspid=&spid=699067&netType=0&sid=5910021863&pid=2028597139&timestamp=20260316160236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838109047&ParentNodeID=-99&assertID=5910021863&client_ip=218.28.233.106&SecurityKey=20260316160236&promotionId=&mvid=5900006203&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=242342268e4c8de49da24fa8efb6efb6
靖洋戲劇台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv045
凤凰资讯HD,http://182.138.203.158:8188/rtp/239.94.2.49:5140
南京教科频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=202603161602369d701764796a47d4bf6592e8e2b9bcbc&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20260316160236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=218.28.233.106&SecurityKey=20260316160236&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ffc0cab2819943dadd2af429612201b6
靖洋卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv057
凤凰资讯HD,http://182.138.203.158:8188/rtp/239.94.2.50:5140
南京十八频道,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/nanjingsb/50/20230719/index.m3u8?msisdn=20260316160236903b2301c87246379e3aeaa1a99365f1&mdspid=&spid=699067&netType=0&sid=5910021864&pid=2028597139&timestamp=20260316160236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838151753&ParentNodeID=-99&assertID=5910021864&client_ip=218.28.233.106&SecurityKey=20260316160236&promotionId=&mvid=5900006207&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=53a5501bcce8eed64cb3196e2ccf4670
靖洋卡通台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv057
东方财经HD,http://182.138.203.158:8188/rtp/239.94.1.59:5140
体育休闲频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jstiyu/600/index.m3u8?msisdn=20260316140229fce52ab5b8cb41db9ba0fc9cc2b56310&mdspid=&spid=699067&netType=0&sid=5500260554&pid=2028597139&timestamp=20260316140229&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064707&ParentNodeID=-99&assertID=5500260554&client_ip=218.28.233.106&SecurityKey=20260316140229&promotionId=&mvid=5100186459&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a2a82366710413959a7db5cd4195185b
靖洋卡通台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv057
东方财经,http://182.138.203.158:8188/rtp/239.94.2.236:5140
江苏城市频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jschengshi/600/index.m3u8?msisdn=2026031616023694ae9e70ca214bc1952f87d222bd8694&mdspid=&spid=699067&netType=0&sid=5500260508&pid=2028597139&timestamp=20260316160236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064714&ParentNodeID=-99&assertID=5500260508&client_ip=218.28.233.106&SecurityKey=20260316160236&promotionId=&mvid=5100186409&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2d25728b6521101b9460a94b220dd625
龍華卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn01
CCTV4K,http://180.171.157.7:8889/rtp/233.18.204.188:5140
江苏国际,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jsguoji/600/index.m3u8?msisdn=20260316160236f1f581a5303541eda3639c640e0576a9&mdspid=&spid=699067&netType=0&sid=5500260577&pid=2028597139&timestamp=20260316160236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064674&ParentNodeID=-99&assertID=5500260577&client_ip=218.28.233.106&SecurityKey=20260316160236&promotionId=&mvid=5100186482&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=08508454510237fcb675b09e5cbd2c3e
龍華卡通台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn01&sd=1080&proxy=false
CCTV4K,http://180.171.157.7:8889/rtp/233.18.204.204:5140
江苏教育,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jsjiaoyu/600/index.m3u8?msisdn=2026031616023674a3956520c84132bebe095d2823e417&mdspid=&spid=699067&netType=0&sid=5500287493&pid=2028597139&timestamp=20260316160236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=628008321&ParentNodeID=-99&assertID=5500287493&client_ip=218.28.233.106&SecurityKey=20260316160236&promotionId=&mvid=5101012819&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e17cb2062615f8659e4867e317967d97
龍華卡通台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn01
东方卫视4K,http://180.171.157.7:8889/rtp/233.18.204.224:5140
江苏影视频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jsyingshi/600/index.m3u8?msisdn=202603161602366a023a3f1e84401ea7277be08ef64a38&mdspid=&spid=699067&netType=0&sid=5500260517&pid=2028597139&timestamp=20260316160236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064697&ParentNodeID=-99&assertID=5500260517&client_ip=218.28.233.106&SecurityKey=20260316160236&promotionId=&mvid=5100186424&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b8b9078238470a07d1fc290b4f0cff3f
龍華卡通台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn01
广东卫视4K,http://180.171.157.7:8889/rtp/233.18.204.218:5140
江苏综艺频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jszongyi/600/index.m3u8?msisdn=2026031616023663744d6f2c55492e90ca3e4b16aa5487&mdspid=&spid=699067&netType=0&sid=5500260513&pid=2028597139&timestamp=20260316160236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626065193&ParentNodeID=-99&assertID=5500260513&client_ip=218.28.233.106&SecurityKey=20260316160236&promotionId=&mvid=5100186420&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2d5ef7551f819f262905d83324e537dc
龍華戲劇台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn18&sd=1080&proxy=false
深圳卫视4K,http://180.171.157.7:8889/rtp/233.18.204.219:5140
公共新闻频道,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/jsgonggong/600/index.m3u8?msisdn=202603161602370499fea6e71e4095babd59be54625a50&mdspid=&spid=699067&netType=0&sid=5500260520&pid=2028597139&timestamp=20260316160237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064693&ParentNodeID=-99&assertID=5500260520&client_ip=218.28.233.106&SecurityKey=20260316160237&promotionId=&mvid=5100186429&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=48cf3874216fd05d225c85f084755d2d
龍華戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn18
山东卫视4K,http://180.171.157.7:8889/rtp/233.18.204.228:5140
盐城新闻综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ycxwzh/50/20250604/index.m3u8?msisdn=20260316160237558ab9c94a1c443fb82467480f7a78bc&mdspid=&spid=699067&netType=0&sid=5500469360&pid=2028597139&timestamp=20260316160237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731825&ParentNodeID=-99&assertID=5500469360&client_ip=218.28.233.106&SecurityKey=20260316160237&promotionId=&mvid=5102012617&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=dd1d75e29a186263f66e7dbe648d143d
龍華戲劇台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn18
浙江卫视4K,http://180.171.157.7:8889/rtp/233.18.204.229:5140
淮安新闻综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=20260316160237c6dc0d8eac9f4f768ff38db09d0a5269&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20260316160237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=218.28.233.106&SecurityKey=20260316160237&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d22f14b1ed02319d387ae526e80f37cb
龍華戲劇台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn18
江苏卫视4K,http://180.171.157.7:8889/rtp/233.18.204.226:5140
泰州新闻综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/tzxinwenzonghe/600/index.m3u8?msisdn=20260316160237e44f24f2592a461d8805878d488c6e5f&mdspid=&spid=699067&netType=0&sid=5500469354&pid=2028597139&timestamp=20260316160237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731818&ParentNodeID=-99&assertID=5500469354&client_ip=218.28.233.106&SecurityKey=20260316160237&promotionId=&mvid=5102012615&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4e3847d1e2b4fce0227f1dcd8d797080
龍華日韓台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn11
欢笑剧场4K,http://180.171.157.7:8889/rtp/233.18.204.115:5140
连云港新闻综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/lygxinwenzonghe/600/index.m3u8?msisdn=2026031616023795b46e61690041cc896b1747c6deea53&mdspid=&spid=699067&netType=0&sid=5500469369&pid=2028597139&timestamp=20260316160237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731715&ParentNodeID=-99&assertID=5500469369&client_ip=218.28.233.106&SecurityKey=20260316160237&promotionId=&mvid=5102012621&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ca69d7b9bad1086f96454ccc4242dc47
龍華日韓台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn11&sd=1080&proxy=false
欢笑剧场4K,http://180.171.157.7:8889/rtp/233.18.204.205:5140
